ID;Timestamp;Date;Hour;hw_True;meanTout;ThermostatTemp;TSen_day;TSen_night;TSatisf_day;TSatisf_night;TPref_day;TPref_night;Gender;Age;NatVent_night;UsesCoolingAlternatives;Hour_7_14h_True;Hour_14_21h_True;Hour_21_7h_True;ShadingDevices_No;ShadingDevices_WhenDirectSun;ShadingDevices_AllAfternoon;ShadingDevices_AllMorning;ShadingDevices_AllDay;NatVent_day_ToutCool;NatVent_day_Anytime;NatVent_day_No;hasAC_No;hasAC_DormOrLiving;hasAC_DormAndLiving;hasAC_AllRooms;HouseholdSize;is_31001;is_31002;is_31003;is_31004;is_31005;is_31006;is_31007;is_31008;is_31009;is_31010;is_31011;is_31012;is_31013;is_31014;is_31015;is_31016;isNot_pamplona;before_1980;between_1980_2006;after_2007;dwelling_OldTown;dwelling_Block;dwelling_Tower;dwelling_Detached;dwelling_Other;Rehab_No;Rehab_Yes;Income_below1500;Income_between_1500_3500;Income_above_3500;Occ_NormallyAtHome;Occ_NotAlwaysAtHome;SrfcArea_below90;Storey_UpperFloor;Storey_NotApartment;numOrient_1;numOrient_above2;LivRoom_SrfcAreaWindow_below2;LivRoom_SrfcAreaWindow_above2;Bedroom_SrfcAreaWindow_below2;Bedroom_SrfcAreaWindow_above2;AC_Installed_Yes;WouldYouInstallAC_Yes;hasCoolRoom;hasCoolingAlternatives;HeatSymptoms;SleepingProblems
4;22/07/2021 12:16;20210722;12;False;27.5;25.73;2;0;0;2;-1;-1;True;39;True;False;True;False;False;False;False;False;False;True;True;False;False;True;False;False;False;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;True;False;False;False;True;True;False;False;False;False;False;True;False;True;False;True;False;False;True;True;False;False
18;22/07/2021 14:07;20210722;14;False;27.5;25.73;0;1;1;-1;-1;-1;True;29;True;False;False;True;False;False;False;False;False;True;True;False;False;True;False;False;False;3;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;True;False;False;True;True;False;False;False;True;False;True;False;True;False;True;False;True;False;True
434;17/08/2022 8:33;20220817;8;False;18.1;27.05;1;1;2;1;0;-1;False;55;False;False;True;False;False;True;False;False;False;False;True;False;False;True;False;False;False;4;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;True;False;False;True;False;True;False;False;False;False;True;False;True;False;True;False;False;False;False;False;False
545;12/08/2022 17:26;20220812;17;True;29.2;27.38;3;3;-3;-3;-1;-1;True;44;False;False;False;True;False;False;False;False;False;True;True;False;False;False;True;False;False;4;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;False;True;True;False;False;False;True;True;False;False;False;True;False;True;False;True;False;False;True;True;True;True
538;22/07/2022 16:54;20220722;16;False;20.7;28;2;2;-1;0;-1;-1;False;43;True;True;False;True;False;False;False;False;False;True;True;False;False;True;False;False;False;2;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;False;True;True;False;False;False;True;True;True;False;False;True;False;True;True;False;False;False;False;True;True;False
415;13/08/2022 8:36;20220813;8;True;26.8;27;3;2;-2;-2;-1;-1;False;43;True;True;True;False;False;False;False;True;False;False;True;False;False;True;False;False;False;3;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;True;True;False;False;False;True;False;False;False;False;True;True;False;True;False;False;False;False;True;False;False
93;17/08/2021 21:56;20210817;21;False;16.8;25.73;0;-1;2;2;0;0;True;54;True;False;False;False;True;False;False;False;False;True;True;False;False;True;False;False;False;2;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;True;False;True;False;True;True;True;False;False;False;True;False;True;True;False;False;True;False;True;False;False
324;16/07/2022 21:08;20220716;21;True;29.1;29;2;2;-2;-2;-1;-1;True;40;True;False;False;False;True;False;False;False;False;True;True;False;False;False;True;False;False;2;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;True;False;True;False;False;False;False;True;False;True;False;True;True;False;True;True;True;True
496;13/08/2022 15:29;20220813;15;True;26.8;28;3;3;-3;-3;-1;-1;True;26;True;True;False;True;False;False;True;False;False;False;True;False;False;True;False;False;False;5;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;False;True;False;True;False;False;False;False;True;False;True;False;True;False;True;False;True;True;True
183;31/07/2021 0:25;20210731;0;False;15.8;27;1;0;3;3;0;0;False;44;True;False;False;False;True;False;True;False;False;False;True;False;False;True;False;False;False;6;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;True;False;True;False;False;False;True;True;True;False;False;True;False;True;False;True;True;False;False;True;True;True;False;False
21;19/06/2022 14:07;20220619;14;False;27.5;29;3;-1;-2;3;-1;0;False;44;True;True;False;True;False;False;True;False;False;False;True;False;False;False;True;False;False;4;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;False;True;True;False;True;False;False;True;False;True
123;22/07/2021 18:53;20210722;18;False;27.5;25.73;1;1;1;1;-1;-1;False;65;False;False;False;True;False;False;False;False;False;True;True;False;False;True;False;False;False;2;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;True;False;False;False;True;True;True;False;False;False;False;True;False;True;False;True;False;True;False;False;False;True
163;19/06/2022 18:45;20220619;18;False;27.5;29;3;3;-3;-3;-1;-1;True;47;False;False;False;True;False;False;True;False;False;False;True;False;False;True;False;False;False;5;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;False;True;True;False;False;False;False;False;True;False;True;False;True;False;True;False;False;True;False
20;22/07/2021 12:13;20210722;12;False;27.5;27;2;0;-1;1;-1;-1;False;49;True;True;True;False;False;False;True;False;False;False;True;False;False;False;True;False;False;5;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;False;True;True;True;False;True;False;False;True;False;True;False;True;True;False;True;True;False;False
36;22/07/2021 13:14;20210722;13;False;27.5;25.73;2;1;1;1;-1;-1;True;35;True;True;True;False;False;False;False;False;False;True;False;True;False;True;False;False;False;1;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;True;False;True;True;True;False;False;False;True;False;True;True;False;False;True;True;True;False;False
335;26/07/2022 8:23;20220726;8;False;19.6;24;0;0;3;3;0;0;False;56;True;False;True;False;False;False;True;False;False;False;True;False;False;True;False;False;False;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;True;False;True;False;False;False;True;True;True;False;False;True;False;True;False;True;False;False;False;False;False;False
443;15/07/2022 14:15;20220715;14;True;27.7;27;3;1;-2;-2;-1;-1;True;23;True;True;False;True;False;False;False;False;False;True;False;False;True;True;False;False;False;2;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;True;False;False;True;True;False;True;False;False;False;True;False;True;False;True;False;True;False;True;False;True
19;15/08/2021 11:02;20210815;11;False;20.6;24.5;0;1;0;-1;0;-1;True;59;True;True;True;False;False;False;False;False;False;True;False;True;False;True;False;False;False;3;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;True;False;True;False;True;False;False;True;False;True;False;False;True;True;False;False;True;False;True;False;False
224;12/08/2022 13:58;20220812;13;True;29.2;29;3;3;-3;-3;-1;-1;True;54;True;True;True;False;False;False;False;False;False;True;True;False;False;True;False;False;False;3;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;True;False;False;False;True;False;True;False;False;False;True;True;True;False;False;True;False;True;True;False;False;True;False;True;True;True
172;15/07/2022 12:53;20220715;12;True;27.7;28;2;0;-1;0;-1;0;True;41;True;False;True;False;False;False;False;False;False;True;True;False;False;True;False;False;False;3;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;False;True;False;True;False;False;False;False;True;False;True;True;False;False;True;True;True;False;True
111;14/08/2021 23:11;20210814;23;True;26.2;26;2;2;-1;-1;-1;-1;True;51;False;False;False;False;True;False;False;False;False;True;True;False;False;True;False;False;False;5;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;True;False;True;False;False;True;False;True;False;False;False;False;False;True;False;True;False;True;False;True;False;False;False;True
164;23/07/2021 6:11;20210723;6;False;23.1;24;3;2;-2;-2;-1;-1;False;41;False;False;False;False;True;False;False;False;False;True;True;False;False;True;False;False;False;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;True;False;False;False;True;True;False;True;False;False;True;False;False;True;True;False;False;True;False;False;False;True
242;15/07/2022 12:54;20220715;12;True;27.7;23;0;0;-2;-2;-1;-1;True;53;True;False;True;False;False;False;True;False;False;False;True;False;False;True;False;False;False;1;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;True;False;True;False;False;True;True;False;False;False;True;False;True;True;False;False;True;False;False;True;False
28;18/07/2022 14:28;20220718;14;True;30.9;27.1;1;0;0;1;-1;0;True;29;True;True;False;True;False;False;False;False;False;True;True;False;False;True;False;False;False;2;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;True;False;False;True;False;False;False;False;True;False;True;False;True;False;True;True;True;False;False
206;19/06/2022 18:36;20220619;18;False;27.5;27.05;3;2;-3;-2;-1;-1;False;51;False;True;False;True;False;False;False;False;False;True;True;False;False;True;False;False;False;5;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;True;False;True;False;False;False;False;True;False;True;False;True;False;False;True;False;True;False
499;14/08/2022 10:16;20220814;10;False;22.3;28;3;2;-2;-2;-1;-1;False;55;True;False;True;False;False;False;False;False;False;True;True;False;False;True;False;False;False;2;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;True;False;False;False;True;True;False;False;False;True;False;True;True;False;False;False;True;False;True;False
299;19/06/2022 17:11;20220619;17;False;27.5;28.1;2;1;-1;1;-1;-1;True;33;True;False;False;True;False;False;False;False;False;True;True;False;False;True;False;False;False;2;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;True;False;False;True;True;False;False;False;True;False;True;True;False;False;True;True;False;False;False
186;17/08/2022 11:42;20220817;11;False;18.1;24.5;-1;0;1;1;0;0;True;58;True;False;True;False;False;False;False;False;False;True;True;False;False;True;False;False;False;5;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;False;False;False;True;True;True;False;False;True;False;True;False;True;False;True;False;True;True;True;False;False
527;15/07/2022 12:49;20220715;12;True;27.7;26;1;1;2;2;-1;-1;True;45;True;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;True;1;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;True;True;False;False;False;True;True;False;False;True;False;False;True;False;True;True;False;True;False;False;False
411;21/07/2022 21:16;20220721;21;False;25.4;27.6;2;-1;1;1;-1;-1;False;57;True;True;False;False;True;False;True;False;False;False;True;False;False;True;False;False;False;5;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;True;False;False;True;True;False;False;True;False;False;False;True;False;True;False;True;False;True;False;True;False;True;False;False
539;18/07/2022 20:53;20220718;20;True;30.9;29;2;-1;-2;-1;-1;-1;True;41;True;False;False;True;False;False;False;False;False;True;False;False;True;True;False;False;False;4;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;True;False;True;False;False;False;True;True;True;False;False;True;False;True;True;False;False;True;False;True;False;False
535;13/08/2022 1:17;20220813;1;True;26.8;27;3;3;-1;-1;-1;-1;True;36;True;False;False;False;True;False;False;False;False;True;True;False;False;False;False;True;False;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;False;False;False;False;True;False;True;False;False;False;True;True;False;False;True;False;False;True;False;True;True;False;False;False;True;True
171;23/07/2021 15:41;20210723;15;False;23.1;25.73;3;2;-1;1;-1;-1;True;53;True;False;False;True;False;False;False;False;False;True;True;False;False;True;False;False;False;8;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;True;False;True;False;False;False;True;False;True;False;False;True;False;True;False;True;True;False;False;False;True;True;False;False
192;14/08/2021 19:17;20210814;19;True;26.2;24;-1;-2;2;3;0;0;False;42;True;False;False;True;False;False;False;False;True;False;False;False;True;True;False;False;False;4;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;True;False;False;True;False;True;False;False;False;False;True;False;True;True;False;False;True;True;False;False;False
440;15/07/2022 23:16;20220715;23;True;27.7;30;2;2;-1;-1;-1;-1;True;44;False;False;False;False;True;False;False;False;False;True;True;False;False;True;False;False;False;3;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;True;False;True;False;False;False;True;False;True;False;False;True;False;True;False;True;False;True;False;False;True;False;False;False
504;15/07/2022 15:55;20220715;15;True;27.7;26;0;0;0;0;-1;0;False;61;True;False;False;True;False;False;False;False;False;True;True;False;False;True;False;False;False;3;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;True;False;False;False;True;False;True;False;False;False;False;True;False;True;False;True;False;False;False;True;False;False
464;12/08/2022 13:59;20220812;13;True;29.2;30;3;3;-3;-3;-1;-1;True;54;True;True;True;False;False;False;True;False;False;False;True;False;False;True;False;False;False;4;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;True;False;False;True;True;False;False;False;True;False;False;True;False;True;False;True;False;True;False;False;True;True;True;True
488;15/07/2022 17:41;20220715;17;True;27.7;27;2;2;2;2;-1;0;False;58;True;False;False;True;False;False;False;False;False;True;False;False;True;True;False;False;False;12;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;True;False;True;False;False;False;False;True;True;False;True;False;False;False;True;True;False;False
543;15/07/2022 13:06;20220715;13;True;27.7;27;3;3;-2;-2;-1;-1;True;42;True;False;True;False;False;False;False;False;False;True;True;False;False;True;False;False;False;3;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;False;True;True;False;False;True;False;False;False;False;False;True;False;True;True;False;False;False;True;False;True;False
195;22/07/2021 14:03;20210722;14;False;27.5;25;1;-1;2;3;-1;0;True;38;True;True;False;True;False;False;False;False;False;True;True;False;False;True;False;False;False;5;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;True;False;True;False;False;False;True;False;True;False;False;True;False;True;False;True;False;True;False;False;False;True;False;False
214;22/07/2021 12:13;20210722;12;False;27.5;23.4;0;0;3;3;0;0;False;35;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;True;2;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;False;True;True;True;False;False;False;False;True;False;True;False;True;False;True;False;True;False;False
197;15/07/2022 12:56;20220715;12;True;27.7;26;3;2;-1;-1;-1;-1;False;42;True;True;True;False;False;False;False;False;False;True;True;False;False;True;False;False;False;4;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;True;False;False;False;True;False;False;True;True;False;True;False;False;False;True;False;True;True;False;False;False;False;True;False;False
31;18/07/2022 8:45;20220718;8;True;30.9;27;2;1;-1;-1;-1;-1;True;53;True;True;True;False;False;False;False;False;False;True;True;False;False;True;False;False;False;1;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;True;False;True;False;False;True;False;False;False;False;True;False;True;True;False;False;True;True;False;True;True
389;14/08/2022 11:18;20220814;11;False;22.3;27;2;1;2;2;-1;-1;False;52;True;True;True;False;False;False;True;False;False;False;True;False;False;True;False;False;False;4;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;False;True;False;False;True;False;True;False;False;False;False;True;False;True;True;False;False;False;False;True;False;False
385;12/08/2022 14:57;20220812;14;True;29.2;28.2;2;1;0;0;-1;-1;False;60;True;True;False;True;False;False;False;False;False;True;True;False;False;False;True;False;False;3;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;True;False;False;False;True;False;True;False;False;False;False;True;False;True;False;True;True;False;True;True;False;False
3;19/07/2022 13:13;20220719;13;True;27.7;27;2;3;-2;-1;-1;-1;True;49;True;False;True;False;False;False;False;False;False;True;True;False;False;True;False;False;False;3;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;True;False;True;True;False;False;False;True;False;True;False;True;False;False;True;False;False;False
287;12/08/2022 13:35;20220812;13;True;29.2;27.38;3;3;-3;-3;-1;-1;True;47;True;True;True;False;False;False;False;False;False;True;True;False;False;True;False;False;False;4;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;True;False;True;False;False;False;True;True;True;False;False;True;False;True;False;True;False;True;False;True;True;True;True;True
203;20/06/2022 8:44;20220620;8;False;21.7;28;2;3;-1;-1;-1;-1;True;51;True;True;True;False;False;False;False;False;False;True;True;False;False;False;True;False;False;5;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;True;False;False;False;True;True;True;False;False;True;True;False;False;True;False;True;True;False;False;True;False;False
433;15/07/2022 19:13;20220715;19;True;27.7;29;3;2;-2;-1;-1;-1;True;41;True;True;False;True;False;False;False;False;False;True;True;False;False;True;False;False;False;4;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;True;False;False;True;False;False;False;True;True;False;False;False;False;False;True;False;True;True;False;False;False;False;True;False;True
293;15/07/2022 14:33;20220715;14;True;27.7;24;3;2;-2;-1;-1;-1;True;59;True;False;False;True;False;False;True;False;False;False;True;False;False;False;True;False;False;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;True;False;False;False;True;True;True;True;True;False;False;True;False;True;False;True;True;False;False;False;False;False
185;19/06/2022 17:06;20220619;17;False;27.5;28.5;2;2;-2;-2;-1;-1;True;53;False;True;False;True;False;False;False;False;False;True;True;False;False;True;False;False;False;5;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;True;False;True;False;True;False;False;False;True;False;False;True;False;True;False;True;False;True;True;False;False;False;False;True
58;20/06/2022 12:06;20220620;12;False;21.7;26;0;1;0;1;0;0;False;47;True;False;True;False;False;False;False;False;False;True;False;True;False;True;False;False;False;2;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;True;False;False;True;False;True;True;False;True;False;False;True;True;False;False;False;False;False;False;False
429;22/07/2021 16:32;20210722;16;False;27.5;25;1;1;1;2;-1;-1;True;45;False;False;False;True;False;False;False;False;False;True;True;False;False;True;False;False;False;2;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;True;False;True;False;True;False;False;True;False;True;False;True;True;False;True;False;False;False
510;13/08/2022 9:33;20220813;9;True;26.8;26;2;2;-1;0;-1;-1;True;31;True;False;True;False;False;False;False;False;False;True;True;False;False;True;False;False;False;2;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;True;False;True;False;False;False;True;True;False;False;True;False;True;False;True;False;True;False;True;False;False;False
84;14/08/2021 19:40;20210814;19;True;26.2;25.39;3;3;-3;-3;-1;-1;True;50;True;True;False;True;False;False;False;False;False;True;True;False;False;True;False;False;False;8;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;True;False;False;False;True;True;False;False;False;False;False;True;False;True;True;False;False;False;True;True;False;True
282;14/08/2021 19:23;20210814;19;True;26.2;27;3;0;-3;1;-1;-1;True;28;True;False;False;True;False;False;False;False;False;True;True;False;False;False;True;False;False;4;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;False;True;True;False;False;False;False;False;True;False;True;True;False;True;False;False;True;False;True
483;15/07/2022 13:37;20220715;13;True;27.7;27.38;2;2;1;-1;-1;-1;False;31;True;False;True;False;False;False;False;False;False;True;True;False;False;True;False;False;False;3;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;True;False;False;False;True;True;False;False;False;True;False;True;True;False;False;False;False;False;True;False
229;13/08/2022 22:53;20220813;22;True;26.8;31;3;2;-3;-2;-1;-1;False;55;True;False;False;False;True;False;False;False;False;True;True;False;False;True;False;False;False;1;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;True;False;False;False;True;False;False;True;False;False;True;True;True;False;False;True;False;True;False;True;False;False;False;False;False;False
355;15/07/2022 12:53;20220715;12;True;27.7;27.38;1;0;-1;0;-1;-1;False;28;True;True;True;False;False;False;False;False;False;True;True;False;False;True;False;False;False;3;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;True;False;False;False;False;True;False;False;True;False;True;False;True;False;False;True;False;True;True;False;False;False;False;True;False;False
7;20/06/2022 9:03;20220620;9;False;21.7;27.05;2;1;-1;-1;-1;-1;True;30;True;True;True;False;False;False;True;False;False;False;True;False;False;True;False;False;False;3;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;True;False;False;True;False;True;False;False;False;False;False;True;False;True;False;True;True;False;False;True;False;False
61;18/07/2022 12:29;20220718;12;True;30.9;24;2;2;-2;-2;-1;-1;True;48;True;False;True;False;False;False;True;False;False;False;True;False;False;True;False;False;False;5;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;True;False;False;True;True;True;False;False;False;False;True;False;True;True;False;False;True;True;False;False;False
