ID;Timestamp;Date;Hour;hw_True;meanTout;ThermostatTemp;TSen_day;TSen_night;TSatisf_day;TSatisf_night;TPref_day;TPref_night;Gender;Age;NatVent_night;UsesCoolingAlternatives;Hour_7_14h_True;Hour_14_21h_True;Hour_21_7h_True;ShadingDevices_No;ShadingDevices_WhenDirectSun;ShadingDevices_AllAfternoon;ShadingDevices_AllMorning;ShadingDevices_AllDay;NatVent_day_ToutCool;NatVent_day_Anytime;NatVent_day_No;hasAC_No;hasAC_DormOrLiving;hasAC_DormAndLiving;hasAC_AllRooms;HouseholdSize;is_31001;is_31002;is_31003;is_31004;is_31005;is_31006;is_31007;is_31008;is_31009;is_31010;is_31011;is_31012;is_31013;is_31014;is_31015;is_31016;isNot_pamplona;before_1980;between_1980_2006;after_2007;dwelling_OldTown;dwelling_Block;dwelling_Tower;dwelling_Detached;dwelling_Other;Rehab_No;Rehab_Yes;Income_below1500;Income_between_1500_3500;Income_above_3500;Occ_NormallyAtHome;Occ_NotAlwaysAtHome;SrfcArea_below90;Storey_UpperFloor;Storey_NotApartment;numOrient_1;numOrient_above2;LivRoom_SrfcAreaWindow_below2;LivRoom_SrfcAreaWindow_above2;Bedroom_SrfcAreaWindow_below2;Bedroom_SrfcAreaWindow_above2;AC_Installed_Yes;WouldYouInstallAC_Yes;hasCoolRoom;hasCoolingAlternatives;HeatSymptoms;SleepingProblems
441;13/08/2022 9:36;20220813;9;True;26.8;26.5;3;3;-2;-2;-1;-1;True;65;True;False;True;False;False;False;True;False;False;False;True;False;False;True;False;False;False;1;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;True;True;False;False;False;True;True;False;False;False;True;False;True;True;False;False;False;False;False;False;False
159;20/06/2022 16:12;20220620;16;False;21.7;28;3;1;-2;-1;-1;-1;True;45;True;True;False;True;False;False;False;False;False;True;True;False;False;True;False;False;False;4;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;True;False;False;False;True;False;False;True;False;True;True;True;True;False;False;True;True;False;True;False;False;False;False;True;False;False
294;15/07/2022 14:05;20220715;14;True;27.7;27.38;3;1;-2;2;-1;0;False;53;True;False;False;True;False;False;False;False;False;True;True;False;False;True;False;False;False;6;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;False;True;True;True;False;False;False;False;True;False;True;True;False;False;True;False;False;False;False
158;22/07/2021 12:50;20210722;12;False;27.5;26.2;2;1;2;2;-1;-1;True;38;False;True;True;False;False;False;True;False;False;False;True;False;False;True;False;False;False;4;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;True;False;False;True;False;True;False;True;False;False;True;False;True;False;True;False;False;True;False;True;False;False
513;15/07/2022 19:25;20220715;19;True;27.7;29;3;1;-2;0;-1;-1;True;48;True;True;False;True;False;False;True;False;False;False;True;False;False;True;False;False;False;6;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;True;False;False;True;False;True;False;False;False;False;True;False;True;True;False;False;False;False;True;False;False
202;19/07/2022 9:47;20220719;9;True;27.7;27;3;3;-2;-2;-1;-1;True;40;True;True;True;False;False;False;False;False;False;True;False;False;True;True;False;False;False;2;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;True;False;False;True;False;False;False;True;False;False;True;True;False;False;True;False;False;False;False
368;20/07/2022 13:59;20220720;13;False;21.6;28;3;3;-3;-3;-1;-1;True;45;False;False;True;False;False;False;False;False;False;True;True;False;False;True;False;False;False;4;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;False;True;False;False;True;True;False;False;False;False;False;True;False;True;True;False;False;False;False;False;True;False
328;12/08/2022 16:28;20220812;16;True;29.2;29.5;3;1;-2;0;-1;-1;True;50;True;False;False;True;False;False;True;False;False;False;True;False;False;True;False;False;False;4;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;True;False;False;False;True;True;False;False;False;False;False;True;False;True;False;True;False;False;True;False;False;False
49;20/06/2022 22:55;20220620;22;False;21.7;27;2;0;-2;1;-1;-1;True;55;True;True;False;False;True;False;False;False;True;False;True;False;False;False;True;False;False;4;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;True;False;False;False;True;True;False;False;False;False;False;True;False;True;False;True;False;False;False;True;False;False
541;24/07/2022 2:41;20220724;2;False;26.2;25.5;1;0;-1;2;-1;0;True;39;True;False;False;False;True;False;False;False;False;True;True;False;False;True;False;False;False;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;True;False;True;False;False;True;False;True;False;False;False;True;True;False;True;False;False;False;True;False;False;False
243;15/08/2021 15:40;20210815;15;False;20.6;22;0;-1;0;0;0;0;True;57;True;False;False;True;False;False;False;False;False;True;True;False;False;True;False;False;False;4;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;False;True;False;True;False;True;False;True;False;False;False;True;False;True;True;False;False;True;False;True;False;False
478;16/07/2022 11:39;20220716;11;True;29.1;26.3;1;0;0;0;-1;-1;True;69;True;False;True;False;False;False;False;False;False;True;True;False;False;True;False;False;False;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;True;False;False;False;True;False;False;True;True;False;False;False;False;False;True;False;True;True;False;False;False;True;True;False;False
176;22/07/2021 12:20;20210722;12;False;27.5;26;1;1;1;1;-1;0;False;75;False;False;True;False;False;False;False;False;False;True;True;False;False;False;True;False;False;2;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;True;False;False;False;True;True;False;False;False;False;False;True;False;True;False;True;True;False;False;False;False;False
50;16/07/2022 0:47;20220716;0;True;29.1;28.8;3;3;-2;-2;-1;-1;True;43;True;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;False;5;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;True;False;False;True;False;False;True;True;False;False;False;True;False;True;False;True;True;False;False;True;False;True;True;False
24;20/06/2022 8:15;20220620;8;False;21.7;27;3;3;-2;-2;-1;-1;True;39;True;False;True;False;False;False;False;False;False;True;True;False;False;True;False;False;False;1;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;True;False;True;False;False;True;True;True;False;False;False;True;False;True;False;True;False;True;False;True;True;False
131;20/08/2021 7:41;20210820;7;False;22.9;25.73;3;3;0;-1;-1;-1;True;55;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;True;False;11;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;True;False;False;True;False;False;True;True;False;False;False;True;False;True;False;True;True;False;False;True;True;True;True;True
133;15/07/2022 12:51;20220715;12;True;27.7;25.5;2;2;-1;0;-1;-1;False;48;True;True;True;False;False;False;False;False;False;True;True;False;False;True;False;False;False;5;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;True;False;False;False;True;True;True;False;True;False;False;True;False;True;False;True;False;True;False;True;False;False
9;15/07/2022 13:16;20220715;13;True;27.7;28;3;2;-3;-2;-1;-1;True;44;False;True;True;False;False;False;False;False;False;True;False;True;False;True;False;False;False;5;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;True;False;False;False;True;True;True;False;False;True;False;True;False;True;False;False;False;True;True;True
200;23/07/2021 10:10;20210723;10;False;23.1;24;0;0;0;1;-1;-1;False;46;True;True;True;False;False;False;True;False;False;False;True;False;False;True;False;False;False;3;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;True;False;True;False;True;False;True;False;False;False;True;False;True;True;False;False;True;False;True;False;False
178;22/07/2021 12:15;20210722;12;False;27.5;25;3;3;-2;-2;-1;-1;True;57;True;False;True;False;False;False;True;False;False;False;True;False;False;True;False;False;False;5;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;True;False;True;False;False;False;True;True;False;False;False;False;False;True;False;True;False;True;False;False;True;True;False;True
396;15/07/2022 14:14;20220715;14;True;27.7;24.5;1;2;-1;-1;-1;-1;True;51;True;True;False;True;False;False;False;False;False;True;True;False;False;True;False;False;False;4;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;False;True;False;False;True;False;True;False;False;False;False;True;False;True;False;True;False;False;False;True;False;False
399;15/07/2022 15:03;20220715;15;True;27.7;28;3;2;-1;-1;-1;-1;True;55;True;False;False;True;False;False;False;False;False;True;True;False;False;True;False;False;False;5;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;True;False;False;False;True;False;True;False;True;False;False;True;False;True;False;True;False;True;False;True;True;False
151;15/07/2022 16:06;20220715;16;True;27.7;26;2;1;0;0;-1;-1;True;58;True;True;False;True;False;False;False;False;False;True;True;False;False;True;False;False;False;3;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;True;False;False;True;False;False;True;False;True;False;False;True;False;True;False;True;False;True;False;False;True;True;False;False
445;12/08/2022 21:31;20220812;21;True;29.2;28;3;2;-1;-1;-1;-1;True;47;True;False;False;False;True;False;False;False;False;True;True;False;False;True;False;False;False;4;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;True;False;False;True;False;False;True;False;True;False;False;True;False;True;False;True;False;True;False;False;False;True;False;False
239;22/07/2021 12:37;20210722;12;False;27.5;24;1;0;-1;0;-1;-1;False;56;True;False;True;False;False;False;True;False;False;False;True;False;False;True;False;False;False;1;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;True;False;True;True;True;True;False;False;True;False;True;True;False;False;True;False;False;False;False
64;15/08/2021 2:01;20210815;2;False;20.6;30;3;3;-3;-3;-1;-1;True;37;True;True;False;False;True;False;True;False;False;False;True;False;False;True;False;False;False;2;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;True;True;False;False;True;False;True;True;True
275;19/06/2022 11:38;20220619;11;False;27.5;28;3;3;-3;-3;-1;-1;False;44;True;False;True;False;False;False;False;False;False;True;True;False;False;True;False;False;False;4;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;True;False;False;True;False;True;True;False;False;False;False;True;False;True;True;False;False;False;False;False;True;False
523;13/08/2022 16:33;20220813;16;True;26.8;27;3;0;-3;2;-1;0;True;37;True;False;False;True;False;True;False;False;False;False;True;False;False;True;False;False;False;3;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;True;True;False;False;False;True;True;False;False;False;True;False;True;True;False;False;False;False;False;False;False
233;19/06/2022 11:39;20220619;11;False;27.5;26;0;-1;2;2;0;0;False;58;True;True;True;False;False;False;False;False;False;True;True;False;False;False;False;False;True;4;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;True;False;False;True;True;False;False;False;False;False;True;False;True;False;True;True;False;False;True;False;False
452;15/07/2022 14:58;20220715;14;True;27.7;27.38;2;1;-2;-1;-1;-1;True;31;True;False;False;True;False;False;False;False;False;True;True;False;False;True;False;False;False;3;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;False;False;False;True;False;True;True;False;False;True;True;False;False;False
106;14/08/2021 19:27;20210814;19;True;26.2;25;2;2;2;2;-1;0;False;60;False;False;False;True;False;False;True;False;False;False;True;False;False;True;False;False;False;3;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;True;False;False;False;True;True;True;True;False;False;False;True;False;True;True;False;False;True;False;False;False;True
410;12/08/2022 15:24;20220812;15;True;29.2;29;3;1;-3;-1;-1;-1;True;47;True;False;False;True;False;False;True;False;False;False;True;False;False;True;False;False;False;3;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;False;True;False;True;False;False;False;True;False;True
42;13/08/2022 12:11;20220813;12;True;26.8;27.38;3;2;-2;-2;-1;-1;True;41;True;False;True;False;False;False;False;False;False;True;True;False;False;True;False;False;False;1;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;True;False;False;True;True;False;False;False;True;True;False;True;False;False;True;False;False;False;False
548;15/07/2022 16:30;20220715;16;True;27.7;28;3;2;-2;-2;-1;-1;True;37;True;True;False;True;False;False;False;False;False;True;True;False;False;True;False;False;False;3;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;True;True;False;False;False;True;True;True;False;False;True;False;True;True;False;False;False;False;True;True;False
466;15/07/2022 12:53;20220715;12;True;27.7;27.38;3;0;-1;2;-1;0;False;56;True;False;True;False;False;False;True;False;False;False;True;False;False;True;False;False;False;5;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;True;False;False;True;False;False;False;True;False;True;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False
304;22/07/2021 13:16;20210722;13;False;27.5;27;2;1;1;2;-1;-1;False;34;True;False;True;False;False;False;False;False;False;True;True;False;False;True;False;False;False;2;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;True;False;True;False;False;True;False;True;False;True;False;True;False;False;False;False
120;19/06/2022 11:58;20220619;11;False;27.5;27.05;3;2;-3;-2;-1;-1;False;56;False;True;True;False;False;False;False;False;False;True;True;False;False;True;False;False;False;1;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;True;False;True;False;True;False;False;False;False;True;False;True;False;True;False;False;True;False;True;False;False
37;14/08/2022 19:07;20220814;19;False;22.3;27;2;2;-1;-1;-1;-1;False;58;False;True;False;True;False;False;False;False;False;True;True;False;False;True;False;False;False;3;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;True;False;True;False;True;False;False;True;False;True;False;False;True;True;False;False;True;False;True;True;False
561;12/08/2022 15:29;20220812;15;True;29.2;28.5;3;3;-2;-2;-1;-1;True;37;True;True;False;True;False;False;True;False;False;False;True;False;False;True;False;False;False;2;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;True;False;False;True;True;False;True;False;False;False;True;False;True;False;True;False;False;False;False;False;True
360;12/08/2022 13:47;20220812;13;True;29.2;26;2;2;1;1;-1;-1;True;39;True;False;True;False;False;False;True;False;False;False;True;False;False;False;True;False;False;4;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;True;False;False;False;True;False;True;True;True;False;False;True;False;True;False;True;True;False;False;False;False;False
511;15/07/2022 15:22;20220715;15;True;27.7;36;1;0;2;3;-1;0;False;42;True;False;False;True;False;False;False;False;False;True;True;False;False;True;False;False;False;4;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;False;False;True;True;False;False
365;12/08/2022 13:37;20220812;13;True;29.2;30;-1;-1;-2;-2;-1;-1;True;57;True;True;True;False;False;False;True;False;False;False;True;False;False;True;False;False;False;4;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;True;False;False;False;True;True;False;True;True;False;False;True;False;True;True;False;False;False;True;True;True;True
248;22/07/2021 12:47;20210722;12;False;27.5;25;1;0;1;2;0;0;True;61;True;True;True;False;False;False;False;False;False;True;True;False;False;True;False;False;False;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;True;False;False;False;True;False;False;False;True;True;True;False;False;True;False;True;False;True;True;False;False;True;True;True;False;False
194;16/08/2021 7:54;20210816;7;False;17.7;25;1;0;0;1;-1;0;False;57;True;True;True;False;False;False;True;False;False;False;True;False;False;True;False;False;False;5;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;True;False;True;False;True;False;False;True;False;False;False;True;False;True;False;True;False;True;False;True;False;True;False;False
27;15/07/2022 19:03;20220715;19;True;27.7;27.38;3;3;-3;-3;-1;-1;True;31;False;False;False;True;False;True;False;False;False;False;True;False;False;True;False;False;False;1;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;True;False;False;True;True;False;False;False;True;False;True;True;False;False;True;True;False;True;False
379;13/08/2022 0:05;20220813;0;True;26.8;30;3;3;-3;-3;-1;-1;True;49;True;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;False;5;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;True;False;False;True;True;False;False;False;True;False;True;False;True;False;True;False;True;True;False;False;True
387;12/08/2022 13:46;20220812;13;True;29.2;27.38;3;1;-2;1;-1;-1;False;69;True;True;True;False;False;False;True;False;False;False;True;False;False;True;False;False;False;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;True;False;True;False;False;False;True;False;True;False;False;True;False;True;False;True;False;True;False;False;False;True;False;False
320;15/07/2022 17:51;20220715;17;True;27.7;27.38;3;2;-3;-3;-1;-1;True;53;True;False;False;True;False;False;False;False;False;True;True;False;False;True;False;False;False;7;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;True;False;False;False;True;True;False;False;False;False;False;True;False;True;True;False;False;False;False;False;False;True
468;18/07/2022 17:49;20220718;17;True;30.9;24;-1;-2;2;2;0;0;False;45;True;False;False;True;False;False;False;False;False;True;True;False;False;True;False;False;False;3;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;False;True;False;False;True;True;False;False;False;False;False;True;False;True;False;True;False;False;True;False;False;False
234;15/07/2022 15:07;20220715;15;True;27.7;27.4;3;2;-2;-2;-1;-1;False;39;True;True;False;True;False;False;False;False;False;True;True;False;False;True;False;False;False;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;False;False;False;True;False;False;True;False;True;False;True;False;False;False;True;False;True;True;False;False;False;True;True;True;True
136;16/08/2021 9:17;20210816;9;False;17.7;22;2;2;0;0;-1;-1;False;53;True;False;True;False;False;False;False;False;False;True;True;False;False;True;False;False;False;5;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;True;False;False;True;False;False;True;False;True;False;False;True;False;True;False;True;False;True;False;False;False;False;False;False
347;15/07/2022 12:59;20220715;12;True;27.7;25.3;0;-1;2;3;-1;0;True;38;True;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;True;2;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;True;True;False;False;False;False;False;True;False;True;False;True;True;False;False;False;False;False
576;12/08/2022 17:30;20220812;17;True;29.2;25;0;0;3;3;0;0;True;49;True;False;False;True;False;False;False;False;False;True;False;True;False;True;False;False;False;4;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;True;False;True;False;True;False;False;False;True;False;False;True;False;True;False;True;False;True;False;False;True;False;False;False
532;13/08/2022 17:54;20220813;17;True;26.8;28;3;2;-3;-3;-1;-1;True;48;False;True;False;True;False;False;True;False;False;False;True;False;False;True;False;False;False;1;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;True;True;False;False;False;True;True;True;False;False;True;True;False;True;False;False;False;False;True;True;False
558;15/07/2022 23:06;20220715;23;True;27.7;29;3;3;-2;-2;-1;-1;True;57;True;False;False;False;True;False;True;False;False;False;True;False;False;True;False;False;False;1;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;True;False;False;False;True;False;True;False;False;False;True;True;False;False;False;True;False;True;True;False;False;False;False;False;True;False
179;22/07/2021 17:44;20210722;17;False;27.5;26;2;2;2;2;0;0;True;40;False;False;False;True;False;True;False;False;False;False;True;False;False;True;False;False;False;1;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;True;False;False;False;True;True;False;False;True;False;True;False;True;False;False;False;False;False;False;True
406;17/07/2022 11:07;20220717;11;True;30;27.38;3;3;-2;-3;-1;-1;True;23;True;False;True;False;False;False;False;False;False;True;True;False;False;True;False;False;False;4;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;True;False;False;False;True;True;False;False;False;True;False;True;True;False;False;False;False;True;True;True
479;17/08/2022 12:42;20220817;12;False;18.1;22;1;0;2;2;-1;-1;True;47;True;False;True;False;False;False;True;False;False;False;True;False;False;True;False;False;False;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;False;True;True;False;False;False;True;True;True;False;False;True;False;True;True;False;False;True;True;True;False;False
559;15/07/2022 15:48;20220715;15;True;27.7;26.5;2;0;2;3;-1;-1;True;38;True;False;False;True;False;False;False;False;False;True;True;False;False;True;False;False;False;3;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;False;True;True;False;True;False;False;False;True;False;True;True;False;False;False;False;True;True;False
63;15/07/2022 14:49;20220715;14;True;27.7;27.38;3;0;-3;2;-1;0;True;44;True;True;False;True;False;False;False;False;False;True;True;False;False;True;False;False;False;8;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;True;True;True;False;False;False;False;True;False;True;False;True;False;True;False;True;False;False
22;20/06/2022 13:01;20220620;13;False;21.7;25.2;0;0;0;0;0;0;True;44;True;True;True;False;False;False;False;False;False;True;True;False;False;True;False;False;False;5;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;True;False;False;False;True;True;False;False;False;False;False;True;False;True;False;True;False;False;True;True;False;False
551;16/07/2022 14:44;20220716;14;True;29.1;25;1;0;1;1;-1;-1;True;47;True;False;False;True;False;False;False;False;False;True;True;False;False;True;False;False;False;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;True;False;False;True;False;False;True;False;True;False;False;True;False;True;False;True;False;True;False;False;True;False;False;False
271;22/07/2021 12:10;20210722;12;False;27.5;25;2;1;-2;-1;-1;-1;True;32;False;True;True;False;False;False;True;False;False;False;True;False;False;True;False;False;False;3;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;True;False;False;True;False;True;False;False;False;True;False;True;True;False;False;False;False;True;False;False
232;16/08/2021 11:33;20210816;11;False;17.7;25.73;-1;-1;0;0;1;0;True;54;True;False;True;False;False;False;False;False;False;True;True;False;False;True;False;False;False;8;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;True;False;True;False;False;False;True;True;False;False;False;True;False;True;False;True;True;False;False;True;True;True;False;False
